ID,SUBE,MAAS,YAS,CINSIYET,MOBIL BANKACILIK
861,S67,15490,69,48,E,1
862,S67,15192,37,47,E,1
863,S67,7704,45,54,E,0
864,S67,12057,43,42,E,1
865,S67,13498,49,54,E,1
866,S67,12386,62,41,E,1
867,S67,9123,06,58,E,0
868,S67,24469,96,31,E,1
869,S67,14679,07,34,E,1
870,S67,10635,33,41,E,1
871,S67,22320,62,43,E,1
872,S69,11841,86,67,E,1
873,S69,8434,06,62,E,0
874,S69,6608,96,64,E,0
875,S69,17585,68,41,E,1
876,S69,10513,38,43,E,1
877,S69,15148,77,40,E,1
878,S69,12921,09,42,E,1
879,S69,9086,54,27,E,1
880,S69,12516,77,44,E,1
881,S69,8715,77,36,E,0
882,S69,11278,39,31,E,1
883,S7,13941,18,59,E,1
884,S7,5192,38,69,E,0
885,S7,6362,59,43,E,0
886,S7,12341,17,37,E,1
887,S7,13441,53,34,E,1
888,S7,14724,28,E,1
889,S7,6191,15,42,E,0
890,S7,8165,96,48,E,0
891,S7,10785,01,37,K,1
892,S7,11521,34,44,E,1
893,S7,9532,79,29,K,1
894,S7,7586,26,44,E,0
895,S71,5062,36,72,E,0
896,S71,27200,36,E,1
897,S71,17388,79,43,E,1
898,S71,15021,82,41,K,1
899,S71,12668,79,34,E,1
900,S71,12778,52,39,E,1
901,S71,13007,22,50,E,1
902,S71,13564,14,27,E,1
903,S71,13650,35,44,K,1
904,S71,14391,64,28,E,1
905,S71,10789,88,27,E,1
906,S72,7237,01,55,E,0
907,S72,11066,85,35,K,1
908,S72,9268,21,44,E,0
909,S72,7843,74,51,K,0
910,S72,5894,31,41,E,0
911,S72,17994,08,33,E,1
912,S72,9018,06,20,K,1
913,S73,6070,83,57,K,0
914,S73,11954,01,49,K,1
915,S73,6450,75,60,E,0
916,S73,10328,4,41,E,1
917,S73,9093,6,37,K,0
918,S73,9028,22,29,K,1
919,S75,14682,13,54,K,1
920,S75,5375,09,64,K,0
921,S75,6989,19,68,K,0
922,S75,23053,54,39,E,1
923,S75,13664,27,32,E,1
924,S75,16413,48,39,E,1
925,S75,6510,35,43,K,0
926,S75,11057,75,40,E,1
927,S76,16666,32,46,K,1
928,S76,21618,28,51,E,1
929,S76,6558,26,35,E,0
930,S76,9954,43,55,E,0
931,S76,11375,99,39,E,1
932,S76,11061,94,48,E,1
933,S76,9140,8,28,E,1
934,S76,10067,15,29,E,1
935,S76,9483,97,32,E,0
936,S76,9292,32,31,E,0
937,S76,6263,37,47,E,0
938,S76,9217,57,32,K,0
939,S76,5500,35,26,K,1
940,S77,14161,41,40,K,1
941,S77,10083,47,43,E,1
942,S77,5561,47,54,K,0
943,S77,5432,24,32,E,0
944,S77,9064,08,46,E,0
945,S78,13287,87,46,E,1
946,S78,5104,93,60,E,0
947,S78,17075,67,33,E,1
948,S78,11035,77,37,E,1
949,S78,15042,53,42,E,1
950,S78,12243,56,26,E,1
951,S78,9137,09,36,E,0
952,S78,11574,86,29,E,1
953,S78,9911,85,25,E,1
954,S78,11942,13,34,E,1
955,S78,9408,48,55,K,0
956,S79,7352,27,62,E,0
957,S79,13018,97,58,E,1
958,S79,8553,81,38,E,0
959,S79,14701,88,46,E,1
960,S79,23864,31,34,K,1
961,S79,15527,13,35,E,1
962,S79,8294,53,38,E,0
963,S8,5965,96,77,E,0
964,S8,12720,26,60,E,0
965,S8,6457,06,65,E,0
966,S8,12165,48,50,K,1
967,S8,5336,38,67,E,0
968,S8,12363,67,39,K,1
969,S8,12413,01,52,E,1
970,S8,11957,12,39,E,1
971,S8,29568,15,42,K,1
972,S8,14413,25,34,E,1
973,S8,8231,84,50,E,0
974,S8,10948,31,29,E,1
975,S8,14505,59,54,E,1
976,S8,9376,24,K,1
977,S8,8695,04,42,E,0
978,S8,10026,54,37,K,1
979,S8,5111,06,51,E,0
980,S81,10717,95,47,E,1
981,S81,16983,97,66,E,1
982,S81,18602,13,53,E,1
983,S81,13379,02,56,E,1
984,S81,14581,73,41,E,1
985,S81,33945,8,46,K,1
986,S81,25473,02,44,K,1
987,S81,14883,85,40,K,1
988,S81,16500,68,48,K,1
989,S81,14354,1,37,E,1
990,S81,14698,43,34,E,1
991,S81,12513,56,32,E,1
992,S81,12745,59,45,E,1
993,S81,15504,54,48,E,1
994,S81,10609,96,28,E,1
995,S81,18265,52,34,E,1
996,S81,8442,08,24,E,1
997,S81,26021,34,26,K,1
998,S81,9726,8,31,E,0
999,S81,12858,28,31,K,1
1000,S81,23243,65,26,E,1
1001,S82,7196,21,67,K,0
1002,S82,14755,96,65,E,0
1003,S82,27048,53,39,E,1
1004,S84,6094,8,60,E,0
1005,S84,11390,48,53,E,1
1006,S84,35656,68,55,K,0
1007,S84,29002,05,41,K,1
1008,S84,14638,1,43,E,1
1009,S84,14478,68,49,E,1
1010,S84,12346,29,40,E,1
1011,S84,8525,72,26,E,1
1012,S84,7851,88,47,E,0
1013,S85,5597,12,69,K,0
1014,S85,6904,83,63,E,0
1015,S85,6969,24,62,E,0
1016,S85,5419,79,68,E,0
1017,S85,8713,49,30,E,1
1018,S86,28211,02,46,E,1
1019,S86,10051,64,44,E,1
1020,S86,11230,81,66,E,0
1021,S86,12382,96,39,E,1
1022,S86,13337,45,37,E,1
1023,S86,9889,7,35,E,0
1024,S86,9895,57,33,E,0
1025,S86,11295,85,51,E,1
1026,S87,5813,86,67,K,0
1027,S87,13151,22,38,E,1
1028,S87,12233,56,57,E,1
1029,S87,9665,96,37,E,0
1030,S87,9820,07,35,E,0
1031,S87,8924,18,30,K,1
1032,S87,7906,88,37,E,0
1033,S88,16125,4,60,E,1
1034,S88,10746,29,58,K,1
1035,S88,10725,48,65,E,1
1036,S88,11587,97,57,E,1
1037,S88,14882,46,54,E,1
1038,S88,15211,04,41,E,1
1039,S88,7854,07,56,E,0
1040,S88,9328,15,52,K,0
1041,S88,13376,64,63,E,1
1042,S88,10402,42,61,E,1
1043,S88,19523,88,39,E,1
1044,S88,14066,68,25,E,1
1045,S88,8989,21,29,E,1
1046,S89,15832,24,59,K,0
1047,S89,23002,48,54,E,1
1048,S89,12335,34,45,K,1
1049,S89,9487,77,52,E,0
1050,S89,18658,47,45,K,1
1051,S89,8025,71,51,E,0
1052,S89,22313,8,57,E,1
1053,S89,14864,8,62,E,1
1054,S89,12938,4,40,E,1
1055,S89,9097,37,69,E,0
1056,S89,22243,63,34,E,1
1057,S89,11597,19,36,K,1
1058,S89,22979,85,33,K,1
1059,S89,11751,1,36,E,1
1060,S89,8914,47,28,E,1
1061,S89,16486,5,26,K,1
1062,S89,19734,41,29,E,1
1063,S89,12247,35,35,E,1
1064,S9,6819,1,37,E,0
1065,S9,10194,95,42,E,1
1066,S9,13017,3,28,E,1
1067,S91,11569,75,57,E,1
1068,S91,16868,99,46,E,1
1069,S91,15616,41,42,E,1
1070,S91,11274,26,32,E,1
1071,S91,11352,31,E,1
1072,S91,9114,88,34,K,0
1073,S91,9583,62,25,E,1
1074,S91,11537,05,29,E,1
1075,S91,10591,85,31,E,1
1076,S91,11294,54,33,E,1
1077,S93,19397,25,48,E,1
1078,S93,5930,15,55,K,0
1079,S93,11517,16,62,E,1
1080,S93,16211,62,40,E,1
1081,S93,15467,85,25,E,1
1082,S94,10896,84,52,E,1
1083,S94,12476,96,41,E,1
1084,S94,13444,85,31,E,1
1085,S94,14019,83,30,E,1
1086,S94,15742,28,E,1
1087,S94,12952,73,25,E,1
1088,S94,11847,43,24,E,1
1089,S94,13078,4,28,E,1
1090,S94,11862,46,25,E,1
1091,S94,11443,46,21,E,1
1092,S94,7166,49,34,E,0
1093,S94,8912,94,25,E,1
1094,S94,9064,57,29,K,1
1095,S94,7965,74,25,K,1
1096,S94,11934,38,21,E,1
1097,S94,12575,47,22,E,1
1098,S94,12157,87,22,E,1
1099,S94,22628,13,23,E,1
1100,S94,8105,52,31,E,0
1101,S94,17596,42,30,K,1
1102,S95,7504,78,32,E,0
1103,S95,14473,79,36,K,1
1104,S95,9846,1,60,E,0
1105,S95,8259,8,48,E,0
1106,S96,6533,86,58,E,0
1107,S96,8363,46,56,E,0
1108,S96,7045,45,79,E,0
1109,S96,15456,21,48,E,1
1110,S96,14340,5,53,E,1
1111,S96,9325,42,62,E,0
1112,S96,18577,33,40,E,1
1113,S96,10730,04,48,K,1
1114,S96,13201,78,42,E,1
1115,S96,18598,18,59,E,1
1116,S96,5010,76,52,E,0
1117,S96,11626,35,38,E,1
1118,S96,13627,21,30,E,1
1119,S96,14724,09,31,E,1
1120,S96,12331,57,32,K,1
1121,S97,8134,79,60,E,0
1122,S97,12863,92,45,K,1
1123,S97,6024,98,67,E,0
1124,S97,9532,51,32,K,0
1125,S97,11927,05,37,E,1
1126,S97,5500,35,49,E,0
1127,S97,13722,73,23,E,1
1128,S97,7983,78,23,K,1
1129,S98,10648,68,49,E,1
1130,S98,14027,71,47,E,1
1131,S98,11345,37,55,E,1
1132,S98,10087,02,37,E,1
1133,S98,6062,76,72,E,0
1134,S98,11714,56,40,E,1
1135,S98,8970,49,35,E,0
1136,S98,10361,01,34,E,1
1137,S98,11623,49,49,E,1
1138,S98,7131,71,30,E,1
1139,S98,15390,22,37,E,1
1140,S98,16085,65,26,E,1
1141,S98,18624,18,26,E,1
1142,S98,19949,94,27,E,1
1143,S99,13562,73,35,E,1
1144,S99,10138,04,35,E,1
1145,S1,11560,67,51,E,0
1146,S1,13700,83,29,K,1
1147,S11,11285,14,61,E,1
1148,S11,6380,69,49,E,0
1149,S11,7393,71,57,E,0
1150,S11,17767,44,43,E,1
1151,S11,12499,69,56,E,1
1152,S11,6091,33,60,E,0
1153,S11,10744,83,34,E,1
1154,S11,11596,9,50,E,1
1155,S11,16545,29,44,E,1
1156,S11,15050,26,38,E,1
1157,S11,16229,76,37,E,1
1158,S11,14170,6,36,E,1
1159,S11,14521,65,29,E,1
1160,S11,27422,51,33,E,1
1161,S11,17367,21,53,E,1
1162,S11,15995,95,27,E,1
1163,S11,13110,95,27,E,1
1164,S11,9229,84,33,E,0
1165,S11,13715,99,36,E,1
1166,S11,14877,12,34,E,1
1167,S11,15647,74,29,E,1
1168,S11,18406,31,25,E,1
1169,S11,14490,71,25,E,1
1170,S11,15405,36,30,E,1
1171,S11,9113,91,30,K,1
1172,S11,13056,86,31,K,1
1173,S11,8824,5,24,E,1
1174,S11,8698,36,38,K,0
1175,S11,12195,72,29,E,1
1176,S11,12907,44,28,E,1
1177,S11,16256,16,27,E,1
1178,S11,14209,24,28,E,1
1179,S12,11644,37,55,E,1
1180,S12,12718,44,61,E,0
1181,S12,6669,98,49,E,0
1182,S12,12416,76,39,E,1
1183,S12,12080,4,44,K,1
1184,S12,11181,07,35,K,1
1185,S12,15689,69,34,E,1
1186,S12,13642,75,42,E,1
1187,S12,8705,31,29,E,1
1188,S12,14642,25,31,E,1
1189,S12,12422,75,35,K,1
1190,S12,5749,24,54,E,0
1191,S12,7664,2,52,E,0
1192,S12,11086,44,42,E,1
1193,S12,9461,58,39,K,0
1194,S12,13734,24,30,E,1
1195,S12,15938,38,31,E,1
1196,S12,9027,1,24,E,1
1197,S13,12653,28,41,E,0
1198,S13,7587,73,33,E,0
1199,S13,16350,7,48,E,1
1200,S16,10093,04,54,E,1
1201,S16,11886,24,24,E,1
1202,S17,8024,52,64,E,0
1203,S17,12461,69,51,E,1
1204,S17,9115,25,39,K,0
1205,S18,11251,42,39,E,1
1206,S18,30190,23,51,E,1
1207,S18,7430,98,52,E,0
1208,S18,20148,69,51,E,1
1209,S18,11052,4,43,E,1
1210,S18,6805,81,34,E,0
1211,S18,9114,26,32,E,0
1212,S18,11707,96,32,K,1
1213,S18,9114,26,21,K,1
1214,S19,11681,58,57,E,0
1215,S19,15036,32,49,E,1
1216,S19,19743,97,45,E,1
1217,S19,19174,32,38,E,1
1218,S19,16580,58,35,E,1
1219,S19,12196,75,37,E,1
1220,S19,8825,44,25,K,1
1221,S19,26845,3,32,E,1
1222,S19,19757,53,36,E,1
1223,S19,15757,11,48,E,1
1224,S19,10319,35,33,E,1
1225,S19,21412,38,29,E,1
1226,S19,11890,95,37,K,1
1227,S19,20983,1,27,E,1
1228,S19,22206,29,26,E,1
1229,S19,22663,89,25,E,1
1230,S19,20814,98,30,E,1
1231,S19,20718,34,25,E,1
1232,S11,8648,72,47,E,0
1233,S11,34371,99,35,K,1
1234,S11,15453,94,49,E,1
1235,S11,34669,99,30,E,1
1236,S11,9427,83,24,K,1
1237,S111,6750,43,E,0
1238,S111,14216,4,39,E,1
1239,S111,7430,81,40,E,0
1240,S113,10896,37,27,E,1
1241,S114,17122,1,45,E,1
1242,S114,12884,63,38,E,1
1243,S114,15743,17,54,E,1
1244,S114,16025,36,50,E,1
1245,S115,16656,88,52,K,1
1246,S115,8240,64,54,E,0
1247,S115,14331,29,38,E,1
1248,S115,10746,02,47,E,1
1249,S115,10273,57,33,E,1
1250,S115,10454,49,37,K,1
1251,S115,10916,12,30,K,1
1252,S115,8892,28,28,E,1
1253,S115,21908,76,28,E,1
1254,S115,9116,28,28,K,1
1255,S115,8922,12,28,E,1
1256,S116,12659,12,52,E,1
1257,S116,11713,08,55,E,1
1258,S116,9559,76,40,E,0
1259,S116,10239,82,31,K,1
1260,S116,15521,75,29,E,1
1261,S116,10574,38,29,E,1
1262,S116,6335,04,34,E,0
1263,S116,8501,5,40,K,0
1264,S116,14837,81,25,E,1
1265,S116,8665,92,31,E,0
1266,S119,11173,71,60,E,1
1267,S119,11463,71,51,E,0
1268,S119,10101,04,48,K,1
1269,S119,7525,25,51,K,0
1270,S119,11724,05,60,E,1
1271,S119,16185,71,51,E,1
1272,S119,9647,03,36,E,0
1273,S119,17483,6,35,E,1
1274,S119,8963,57,43,E,0
1275,S119,26070,01,33,E,1
1276,S12,5010,54,68,E,0
1277,S12,6380,37,70,K,0
1278,S12,7788,79,67,K,0
1279,S12,17638,23,48,E,1
1280,S12,15108,02,31,E,1
1281,S12,15659,61,52,E,1
1282,S12,19887,34,47,E,1
1283,S12,9338,94,40,E,0
1284,S12,16026,98,34,E,1
1285,S12,9165,55,28,K,1
1286,S12,9766,07,31,E,0
1287,S12,5098,79,33,K,0
1288,S12,16204,39,32,E,1
1289,S12,17282,27,29,E,1
1290,S12,14330,88,34,E,1
1291,S12,15580,86,26,E,1
1292,S12,15134,14,30,E,1
1293,S12,14743,25,30,E,1
1294,S121,6789,8,65,E,0
1295,S121,18113,73,50,E,1
1296,S121,8385,53,80,K,0
1297,S121,9230,95,43,K,0
1298,S121,13608,57,27,E,1
1299,S122,6871,12,53,E,0
1300,S122,8977,41,45,K,0
1301,S122,18270,73,27,E,1
1302,S122,8290,87,47,E,0
1303,S124,9716,89,59,E,0
1304,S124,12507,92,41,E,1
1305,S124,9140,8,30,E,1
1306,S124,9330,25,36,E,0
1307,S124,9116,32,37,K,0
1308,S124,5727,98,65,E,0
1309,S125,9725,47,57,E,0
1310,S125,10060,77,32,E,1
1311,S125,21471,63,27,E,1
1312,S125,36209,97,52,E,0
1313,S125,17782,04,52,E,1
1314,S125,17959,97,54,E,1
1315,S125,16780,5,46,K,1
1316,S125,9370,34,33,E,0
1317,S125,9602,9,48,E,0
1318,S125,8922,25,34,K,0
1319,S125,22358,77,25,E,1
1320,S125,23909,58,32,E,1
1321,S126,15979,71,60,E,1
1322,S126,10871,67,56,E,1
1323,S126,15730,96,51,E,1
1324,S126,14578,4,36,E,1
1325,S126,17878,55,53,E,1
1326,S126,6706,61,28,K,1
1327,S126,7277,21,57,E,0
1328,S126,16160,11,32,E,1
1329,S126,7497,36,28,K,1
1330,S127,10641,22,63,E,1
1331,S127,7460,77,35,E,0
1332,S127,19869,97,37,E,1
1333,S127,8000,38,E,0
1334,S127,12411,39,24,K,1
1335,S128,8777,24,59,E,0
1336,S128,16302,7,58,E,1
1337,S128,12509,91,35,E,1
1338,S128,12795,6,39,E,1
1339,S128,5997,91,38,E,0
1340,S129,16292,53,52,E,1
1341,S129,8040,19,63,E,0
1342,S129,12734,98,48,E,1
1343,S129,14203,2,42,E,1
1344,S129,13756,78,34,E,1
1345,S129,15310,02,40,E,1
1346,S129,11087,84,35,E,1
1347,S129,8763,88,46,E,0
1348,S129,9084,29,30,K,1
1349,S129,22328,05,26,E,1
1350,S129,9006,32,33,E,0
1351,S129,9892,2,33,K,0
1352,S129,21728,99,32,E,1
1353,S129,23957,55,30,E,1
1354,S13,18752,61,38,E,1
1355,S13,14990,96,55,E,1
1356,S13,11407,08,37,K,1
1357,S13,16161,47,30,E,1
1358,S13,12192,77,38,E,1
1359,S13,13556,31,34,E,1
1360,S13,15551,86,26,E,1
1361,S13,13505,42,27,E,1
1362,S13,17981,92,47,E,1
1363,S13,12941,41,36,E,1
1364,S131,11338,79,61,E,1
1365,S131,6855,26,63,E,0
1366,S131,12167,12,45,E,1
1367,S131,13586,5,47,E,1
1368,S131,9826,48,44,E,0
1369,S131,8417,42,35,E,0
1370,S131,13427,81,29,K,1
1371,S131,9880,67,32,E,0
1372,S131,12698,53,32,E,1
1373,S131,8619,11,27,E,1
1374,S131,12781,32,31,E,1
1375,S131,11861,18,32,K,1
1376,S132,7643,22,50,K,0
1377,S132,5367,85,54,E,0
1378,S132,7253,24,67,K,0
1379,S132,8351,94,84,K,0
1380,S132,13102,46,43,E,1
1381,S132,13707,61,48,E,1
1382,S132,9540,29,40,K,0
1383,S132,30173,8,52,E,1
1384,S132,11949,17,38,K,1
1385,S132,7839,05,49,E,0
1386,S132,10338,58,31,E,1
1387,S133,5364,88,40,E,0
1388,S133,10892,01,38,K,1
1389,S133,10112,65,34,E,1
1390,S134,5116,83,81,K,0
1391,S134,19853,07,50,E,1
1392,S134,6715,18,59,K,0
1393,S134,9235,78,60,E,0
1394,S134,10491,66,61,E,0
1395,S134,10077,94,34,E,1
1396,S134,6055,22,41,K,0
1397,S134,7483,19,42,E,0
1398,S135,13482,8,52,E,1
1399,S135,5096,11,63,E,0
1400,S135,8911,42,63,K,0
1401,S135,12387,84,42,E,1
1402,S135,5306,35,40,K,0
1403,S136,5429,27,75,E,0
1404,S136,12463,76,50,K,1
1405,S136,13433,39,35,E,1
1406,S136,11507,98,43,E,1
1407,S137,11488,32,57,E,1
1408,S137,11746,38,58,E,1
1409,S137,6154,50,K,0
1410,S137,8350,43,K,0
1411,S138,9688,78,49,E,0
1412,S138,6683,1,62,E,0
1413,S138,7975,97,55,E,0
1414,S138,9566,27,35,K,0
1415,S138,6714,11,35,E,0
1416,S138,5194,77,25,E,1
1417,S139,17426,19,54,K,1
1418,S139,11983,08,65,E,1
1419,S139,15383,93,39,E,1
1420,S139,10615,61,46,E,1
1421,S139,7641,13,68,E,0
1422,S139,10950,99,40,E,1
1423,S139,7871,12,35,E,0
1424,S139,10847,05,35,E,1
1425,S139,11293,05,35,E,1
1426,S139,13298,1,24,K,1
1427,S139,9862,34,28,E,1
1428,S14,12684,17,42,E,1
1429,S14,5553,53,67,E,0
1430,S14,10857,18,42,E,1
1431,S14,11948,78,42,K,1
1432,S14,8836,32,49,K,0
1433,S141,6486,51,73,E,0
1434,S141,9348,17,67,E,0
1435,S141,11902,29,56,E,1
1436,S141,5872,8,62,E,0
1437,S141,11680,51,39,E,1
1438,S141,14281,34,34,E,1
1439,S141,12382,08,30,E,1
1440,S141,14466,09,34,E,1
1441,S141,14322,44,33,E,1
1442,S141,9107,35,24,E,1
1443,S141,12689,98,31,E,1
1444,S141,13273,18,29,E,1
1445,S141,13129,25,31,E,1
1446,S141,6572,69,29,E,1
1447,S141,9624,97,27,E,1
1448,S142,10958,24,67,E,1
1449,S142,17630,18,40,E,1
1450,S142,14723,66,38,E,1
1451,S142,9742,44,41,E,0
1452,S142,12239,44,44,E,1
1453,S142,12214,92,47,E,1
1454,S142,7821,26,28,E,1
1455,S142,6884,41,35,E,0
1456,S142,19050,26,28,E,1
1457,S142,20362,22,25,E,1
1458,S142,20756,32,27,E,1
1459,S142,8918,58,27,E,1
1460,S142,21214,14,26,E,1
1461,S142,20157,23,28,E,1
1462,S143,12676,45,E,1
1463,S143,10649,29,37,E,1
1464,S143,16810,08,31,E,1
1465,S143,13739,22,30,E,1
1466,S143,6813,84,28,K,1
1467,S143,9336,63,35,K,0
1468,S143,10239,89,28,E,1
1469,S144,10894,08,58,E,1
1470,S144,8136,61,34,E,0
1471,S144,12557,37,42,E,1
1472,S145,5478,5,68,E,0
1473,S145,10811,38,41,K,1
1474,S145,26017,24,50,E,1
1475,S145,37178,45,40,E,1
1476,S145,8983,94,38,E,0
1477,S145,8912,9,29,K,1
1478,S145,8890,83,29,K,1
1479,S146,9766,52,65,E,0
1480,S146,11590,7,37,K,1
1481,S146,8187,06,64,K,0
1482,S146,9431,53,52,E,0
1483,S146,6036,82,25,K,1
1484,S147,10947,16,42,E,1
1485,S147,17829,84,47,E,1
1486,S147,18437,3,49,E,1
1487,S147,14563,76,47,E,1
1488,S147,18328,74,32,E,1
1489,S147,10279,13,32,E,1
1490,S147,9376,71,37,E,0
1491,S147,10118,46,33,E,1
1492,S147,9899,3,30,E,1
1493,S147,14308,99,27,K,1
1494,S147,16877,45,33,E,1
1495,S147,17499,92,25,E,1
1496,S147,20044,67,28,E,1
1497,S147,13178,73,30,E,1
1498,S147,18295,14,26,E,1
1499,S148,16273,74,36,E,1
1500,S148,13656,08,30,E,1
1501,S148,12242,46,33,E,1
1502,S148,22262,23,28,E,1
1503,S149,8391,66,50,E,0
1504,S149,17261,29,43,K,1
1505,S149,7646,06,63,E,0
1506,S149,22236,1,33,E,1
1507,S149,7623,04,52,K,0
1508,S149,20410,11,60,E,1
1509,S149,12785,83,44,E,1
1510,S149,6303,23,32,E,0
1511,S15,10799,04,46,K,1
1512,S15,11380,92,37,E,1
1513,S15,10877,05,28,E,1
1514,S15,13030,01,38,E,1
1515,S15,13041,66,28,E,1
1516,S152,7599,13,65,E,0
1517,S152,8771,05,54,E,0
1518,S152,8624,86,71,K,0
1519,S152,13739,53,36,E,1
1520,S152,16134,32,32,E,1
1521,S152,8968,47,36,E,0
1522,S152,11886,24,26,E,1
1523,S152,12029,94,38,E,1
1524,S152,8115,13,31,E,0
1525,S152,12417,78,27,E,1
1526,S152,11652,08,23,E,1
1527,S152,8197,39,51,E,0
1528,S152,8897,34,31,E,0
1529,S153,12062,05,70,E,1
1530,S153,18545,33,44,E,1
1531,S153,26249,11,27,K,1
1532,S153,17876,62,32,E,1
1533,S153,13378,47,31,K,1
1534,S154,5306,22,69,E,0
1535,S154,6187,78,63,K,0
1536,S154,14249,37,42,K,1
1537,S154,20990,89,46,E,1
1538,S154,10372,76,35,E,1
1539,S154,11897,63,38,E,1
1540,S154,9336,65,43,E,0
1541,S154,8567,08,63,K,0
1542,S154,11211,02,60,K,1
1543,S154,13337,67,30,E,1
1544,S154,13576,41,29,E,1
1545,S154,12731,89,41,K,1
1546,S154,9457,22,47,E,0
1547,S154,13516,48,26,K,1
1548,S154,11263,34,40,E,1
1549,S154,10183,41,33,E,1
1550,S154,11531,63,26,E,1
1551,S155,12854,15,59,E,1
1552,S155,14134,13,45,E,1
1553,S155,10058,83,34,K,1
1554,S155,12799,53,30,E,1
1555,S155,10974,07,33,E,1
1556,S155,22262,23,29,E,1
1557,S155,12919,45,30,E,1
1558,S155,10205,74,37,E,1
1559,S155,9545,5,28,E,1
1560,S155,14880,49,31,E,1
1561,S155,22262,23,30,E,1
1562,S155,9455,9,24,E,1
1563,S156,9951,01,50,E,0
1564,S156,18307,54,33,E,1
1565,S156,14749,63,40,E,1
1566,S156,13287,79,50,K,1
1567,S156,13707,62,43,E,1
1568,S156,7093,95,56,E,0
1569,S156,13690,6,54,E,1
1570,S156,5032,59,32,E,0
1571,S156,30118,78,39,E,1
1572,S156,8158,73,62,E,0
1573,S156,13684,7,27,E,1
1574,S157,14871,88,55,E,1
1575,S157,27886,37,50,E,1
1576,S157,24581,95,37,E,1
1577,S157,5429,55,43,E,0
1578,S158,16654,14,51,K,1
1579,S158,16130,11,48,E,1
1580,S158,10807,92,47,E,1
1581,S158,7607,19,53,E,0
1582,S158,13714,11,53,E,1
1583,S158,14313,99,52,E,1
1584,S158,14610,69,43,K,1
1585,S158,6070,12,67,E,0
1586,S158,17617,51,55,E,1
1587,S158,5337,45,62,E,0
1588,S158,10325,93,34,E,1
1589,S158,12065,1,37,E,1
1590,S158,9927,95,36,E,0
1591,S158,15951,75,31,E,1
1592,S158,14932,99,39,E,1
1593,S158,15425,9,26,E,1
1594,S158,7007,52,34,K,0
1595,S158,15854,85,47,E,1
1596,S158,14330,59,30,K,1
1597,S158,9450,81,36,E,0
1598,S158,8755,77,37,E,0
1599,S158,12581,14,29,E,1
1600,S158,8772,79,34,E,0
1601,S158,8825,31,22,E,1
1602,S16,5566,26,86,E,0
1603,S16,13739,86,35,K,1
1604,S16,16953,72,27,E,1
1605,S16,15325,94,26,E,1
1606,S16,7826,46,52,K,0
1607,S16,16298,98,25,E,1
1608,S16,11900,46,25,E,1
1609,S16,14260,87,24,E,1
1610,S16,13579,99,23,E,1
1611,S16,11936,08,23,E,1
1612,S161,10799,76,60,E,1
1613,S161,12986,62,50,E,1
1614,S161,13208,22,58,E,1
1615,S161,15186,63,66,E,1
1616,S161,35638,24,39,E,1
1617,S161,14881,66,44,K,1
1618,S161,10195,5,41,K,0
1619,S161,9884,27,42,E,0
1620,S161,13905,1,31,E,1
1621,S161,19361,31,39,K,1
1622,S162,6422,19,72,K,0
1623,S162,14845,36,42,E,1
1624,S162,13140,84,61,E,1
1625,S162,13965,84,37,E,1
1626,S162,30370,78,84,E,1
1627,S162,5318,88,55,E,0
1628,S162,7925,47,51,E,0
1629,S162,8251,08,50,E,0
1630,S162,10656,49,35,E,1
1631,S162,12688,58,27,E,1
1632,S162,25533,93,58,E,1
1633,S162,5510,39,E,0
1634,S163,12981,76,64,E,1
1635,S163,27662,22,34,K,1
1636,S163,5108,61,29,E,1
1637,S163,13281,73,53,E,1
1638,S163,11467,09,26,E,1
1639,S163,15387,34,50,E,1
1640,S163,19556,5,55,E,1
1641,S163,12279,04,60,E,0
1642,S163,17126,97,34,E,1
1643,S163,9118,27,32,K,0
1644,S163,10030,93,27,E,1
1645,S164,16131,27,39,E,1
1646,S164,5502,9,65,E,0
1647,S164,14541,1,24,E,1
1648,S165,6509,64,55,K,0
1649,S165,5850,58,E,0
1650,S165,13226,45,27,E,1
1651,S165,8813,33,31,E,0
1652,S166,13422,91,58,E,1
1653,S166,6425,21,58,E,0
1654,S166,10243,92,33,E,1
1655,S166,8980,35,32,E,0
1656,S166,9134,85,28,E,1
1657,S166,8973,88,28,E,1
1658,S166,9028,31,33,E,0
1659,S167,7390,71,33,E,0
1660,S168,6943,7,72,E,0
1661,S168,5675,15,84,E,0
1662,S168,14397,78,56,E,1
1663,S168,5041,24,62,E,0
1664,S168,9686,3,44,E,0
1665,S169,9215,29,67,E,0
1666,S169,13738,79,58,E,0
1667,S169,9317,34,50,E,0
1668,S169,7096,6,60,K,0
1669,S169,23697,51,31,K,1
1670,S169,8606,48,29,E,1
1671,S169,9942,61,40,E,0
1672,S169,12458,74,39,E,1
1673,S169,12178,32,35,E,1
1674,S169,23520,58,27,E,1
1675,S169,12085,08,36,E,1
1676,S17,7667,7,60,E,0
1677,S17,16983,92,49,K,1
1678,S17,17903,54,58,E,1
1679,S17,25061,75,48,E,1
1680,S17,16680,71,39,E,1
1681,S17,18175,65,44,E,1
1682,S17,10043,97,48,E,1
1683,S17,7744,71,67,E,0
1684,S17,6255,7,58,E,0
1685,S17,14234,75,45,E,1
1686,S17,11902,39,29,K,1
1687,S17,12268,49,40,E,1
1688,S171,13546,14,51,E,1
1689,S171,14790,07,64,E,1
1690,S171,12568,85,37,E,1
